duration_s,active,3V7_WL_SW_A current(0),3V3_SYS_A current(1),1V8_SYS_A current(2),DDR_VDD2_A current(3),DDR_VDDQ_A current(4),1V1_SYS_A current(5),0V8_SW_A current(6),VDD_CORE_A current(7),3V3_DAC_A current(17),3V3_ADC_A current(18),0V8_AON_A current(16),HDMI_A current(22),3V7_WL_SW_V volt(8),3V3_SYS_V volt(9),1V8_SYS_V volt(10),DDR_VDD2_V volt(11),DDR_VDDQ_V volt(12),1V1_SYS_V volt(13),0V8_SW_V volt(14),VDD_CORE_V volt(15),3V3_DAC_V volt(20),3V3_ADC_V volt(21),0V8_AON_V volt(19),HDMI_V volt(23),EXT5V_V volt(24),BATT_V volt(25)
0.000001,0,0.000000,0.194210,0.146390,0.000000,0.000000,0.190306,0.280092,0.535800,0.000061,0.000427,0.003114,0.016728,3.726687,3.357359,1.796824,1.105127,0.616483,1.102929,0.799633,0.749718,3.304026,3.299447,0.797948,4.925840,4.939240,0.004274
0.024166,0,0.000000,0.195186,0.143462,0.000000,0.000000,0.178595,0.280092,0.535800,0.000183,0.000549,0.003297,0.017094,3.696993,3.291474,1.796335,1.104394,0.612454,1.102929,0.798900,0.749450,3.304942,3.301279,0.798241,4.919140,4.936560,0.004274
0.048291,0,0.000000,0.197138,0.146390,0.000000,0.000000,0.178595,0.281068,0.544730,0.000061,0.000427,0.003114,0.016850,3.696064,3.301682,1.797312,1.101830,0.616117,1.100732,0.801098,0.748913,3.305857,3.299447,0.797948,4.925840,4.935220,0.004274
0.072423,0,0.000000,0.196162,0.144438,0.000000,0.000000,0.179571,0.281068,0.535800,0.000244,0.000549,0.003419,0.016728,3.711840,3.294258,1.796824,1.104394,0.616483,1.102929,0.799633,0.748913,3.304026,3.300363,0.797948,4.925840,4.929860,0.004274
0.096534,0,0.000000,0.199090,0.148341,0.000000,0.000000,0.180547,0.280092,0.535800,0.000061,0.000427,0.003114,0.015995,3.711840,3.327664,1.795847,1.107691,0.615384,1.102929,0.800365,0.748913,3.305857,3.300363,0.797362,4.924500,4.937900,0.004274
0.120657,0,0.000000,0.194210,0.146390,0.000000,0.000000,0.191282,0.279116,0.544730,0.000122,0.000549,0.003236,0.016728,3.711840,3.307249,1.796824,1.109156,0.615750,1.105494,0.800732,0.749450,3.304026,3.299447,0.797948,4.925840,4.936560,0.004274
0.144771,0,0.000000,0.203969,0.145414,0.000000,0.000000,0.179571,0.281068,0.544730,0.000122,0.000549,0.003297,0.016484,3.704416,3.301682,1.796824,1.103662,0.613552,1.100732,0.800365,0.749718,3.304942,3.300363,0.797948,4.928520,4.936560,0.004274
0.168886,0,0.000000,0.200066,0.144438,0.000000,0.000000,0.178595,0.280092,0.535800,0.000183,0.000427,0.003236,0.016850,3.704416,3.294258,1.798289,1.102197,0.614285,1.101098,0.800732,0.749987,3.304942,3.299447,0.797948,4.925840,4.939240,0.004274
0.192999,0,0.000000,0.197138,0.147365,0.000000,0.000000,0.177619,0.279116,0.544730,0.000244,0.000549,0.003236,0.016484,3.711840,3.299826,1.796824,1.104761,0.615750,1.104028,0.800732,0.749450,3.304026,3.299447,0.797948,4.925840,4.936560,0.004274
0.217107,0,0.000000,0.198114,0.142486,0.000000,0.000000,0.181523,0.279116,0.535800,0.000061,0.000672,0.003297,0.016484,3.703488,3.301682,1.796824,1.104761,0.616849,1.100732,0.798900,0.749181,3.304942,3.299447,0.797948,4.925840,4.936560,0.004274
0.241212,0,0.000000,0.196162,0.144438,0.000000,0.000000,0.195186,0.278140,0.535800,0.000244,0.000549,0.003419,0.016484,3.719264,3.293330,1.798289,1.103296,0.615018,1.101098,0.799633,0.749181,3.304026,3.299447,0.797655,4.924500,4.937900,0.003419
0.265319,0,0.000000,0.203969,0.146390,0.000000,0.000000,0.178595,0.279116,0.535800,0.000061,0.000427,0.003297,0.016484,3.704416,3.293330,1.797312,1.104028,0.613552,1.100732,0.800732,0.748913,3.304026,3.300363,0.797948,4.925840,4.936560,0.004274
0.289425,0,0.000000,0.196162,0.145414,0.000000,0.000000,0.178595,0.278140,0.535800,0.000183,0.000672,0.003175,0.016361,3.711840,3.298898,1.796824,1.107691,0.615384,1.106226,0.799633,0.748913,3.304026,3.299447,0.797948,4.924500,4.936560,0.004274
0.313522,0,0.000000,0.196162,0.148341,0.000000,0.000000,0.179571,0.279116,0.535800,0.000244,0.000672,0.003358,0.016239,3.711840,3.311889,1.797312,1.101830,0.615018,1.100732,0.801464,0.749450,3.305857,3.299447,0.797948,4.927180,4.935220,0.004274
0.337612,0,0.000000,0.196162,0.146390,0.000000,0.000000,0.178595,0.279116,0.535800,0.000061,0.000672,0.003236,0.016484,3.726687,3.295186,1.796335,1.107691,0.615750,1.104394,0.800732,0.752136,3.304026,3.300363,0.797948,4.924500,4.929860,0.004274
0.361753,0,0.000000,0.199090,0.145414,0.000000,0.000000,0.178595,0.280092,0.535800,0.000061,0.000427,0.003297,0.016606,3.704416,3.293330,1.798289,1.106226,0.609889,1.102197,0.800365,0.748913,3.304026,3.301279,0.797655,4.924500,4.941920,0.004274
0.385861,0,0.000000,0.210801,0.145414,0.000000,0.000000,0.177619,0.280092,0.544730,0.000061,0.000672,0.003297,0.016484,3.699776,3.301682,1.796824,1.101464,0.616483,1.104394,0.800732,0.749450,3.304026,3.299447,0.797948,4.925840,4.936560,0.004274
0.409991,0,0.000000,0.198114,0.146390,0.000000,0.000000,0.177619,0.282044,0.544730,0.000061,0.000427,0.003297,0.016728,3.711840,3.292402,1.797800,1.101464,0.608424,1.104761,0.799633,0.749450,3.304942,3.299447,0.798241,4.925840,4.937900,0.004274
0.434105,0,0.000000,0.195186,0.145414,0.000000,0.000000,0.186403,0.280092,0.535800,0.000305,0.000672,0.003114,0.016606,3.699776,3.293330,1.798289,1.101830,0.616483,1.102929,0.799633,0.749181,3.305857,3.300363,0.798241,4.924500,4.935220,0.004274
0.458209,0,0.000000,0.199090,0.146390,0.000000,0.000000,0.179571,0.280092,0.544730,0.000183,0.000672,0.003175,0.016484,3.711840,3.297042,1.795847,1.107691,0.600732,1.102929,0.799267,0.750524,3.304942,3.300363,0.797948,4.908420,4.924500,0.004274
0.482432,1,0.000000,0.261549,0.152245,0.028302,0.000980,0.178595,0.383541,1.000160,0.000305,0.000672,0.003297,0.016606,3.710912,3.297970,1.796335,1.107691,0.601465,1.100732,0.800732,0.749718,3.304942,3.299447,0.797948,4.927180,4.939240,0.004274
0.506807,1,0.000000,0.202993,0.148341,0.000000,0.000000,0.178595,0.280092,0.535800,0.000061,0.000427,0.003297,0.016606,3.697920,3.298898,1.797800,1.107325,0.615384,1.102197,0.799633,0.749181,3.304942,3.300363,0.797948,4.924500,4.927180,0.004274
0.531024,1,0.000000,0.196162,0.148341,0.000000,0.000000,0.179571,0.278140,0.544730,0.000122,0.000549,0.003236,0.016850,3.699776,3.293330,1.797312,1.108424,0.615018,1.104028,0.801098,0.749987,3.305857,3.300363,0.797948,4.925840,4.936560,0.004274
0.555185,1,0.000000,0.199090,0.145414,0.000000,0.000000,0.178595,0.280092,0.544730,0.000305,0.000549,0.003419,0.016728,3.697920,3.313745,1.796824,1.104761,0.615750,1.102929,0.800732,0.749987,3.304026,3.300363,0.797948,4.928520,4.939240,0.003419
0.579301,1,0.000976,0.203969,0.146390,0.000000,0.000000,0.178595,0.280092,0.580450,0.000244,0.000549,0.003297,0.016361,3.699776,3.297970,1.796824,1.103296,0.615750,1.104761,0.800732,0.764761,3.304942,3.300363,0.797948,4.920480,4.928520,0.003419
0.607280,1,0.000000,0.196162,0.147365,0.000000,0.000000,0.179571,0.280092,0.571520,0.000183,0.000672,0.003419,0.016484,3.703488,3.293330,1.796335,1.102563,0.616117,1.100732,0.800365,0.764493,3.304942,3.301279,0.797948,4.916460,4.931200,0.004274
0.631541,1,0.000000,0.198114,0.147365,0.000000,0.000000,0.179571,0.279116,0.571520,0.000244,0.000672,0.003114,0.016484,3.699776,3.293330,1.797312,1.103296,0.615750,1.102929,0.800732,0.764224,3.304942,3.299447,0.797948,4.917800,4.924500,0.004274
0.655763,1,0.000000,0.197138,0.150293,0.000000,0.000000,0.179571,0.282044,0.678680,0.000061,0.000672,0.003297,0.016484,3.711840,3.301682,1.796824,1.101830,0.617582,1.104761,0.799633,0.764761,3.304026,3.300363,0.797948,4.919140,4.928520,0.004274
0.679960,1,0.000000,0.196162,0.147365,0.000000,0.000000,0.180547,0.279116,0.535800,0.000244,0.000549,0.003419,0.016484,3.696993,3.294258,1.796824,1.101464,0.615018,1.100732,0.801098,0.749718,3.305857,3.300363,0.797948,4.928520,4.935220,0.004274
0.706865,1,0.000000,0.196162,0.146390,0.000000,0.000000,0.177619,0.280092,0.544730,0.000183,0.000672,0.003236,0.016728,3.704416,3.293330,1.797312,1.101830,0.615018,1.102563,0.800365,0.748644,3.303110,3.299447,0.797655,4.924500,4.935220,0.003419
